epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
265,96640.7,0.54328,1.20868,1.91818,0.88232,0.15277,0.31293,0.16075,0.14935,0.15294,0.30509,0.1577,0.12724,0.4291,1.03506,1.85328,0.83587,0.001288,0.001288,0.001288
266,97008.1,0.54262,1.20292,1.91737,0.88197,0.15464,0.30892,0.16183,0.15039,0.15338,0.30634,0.15878,0.12809,0.42926,1.03481,1.8525,0.83584,0.001255,0.001255,0.001255
267,97375.2,0.54114,1.1997,1.91553,0.88133,0.15505,0.30957,0.16283,0.15136,0.15523,0.30177,0.15978,0.12895,0.42922,1.03473,1.8517,0.83584,0.001222,0.001222,0.001222
268,97741.8,0.54315,1.20552,1.91573,0.8819,0.15693,0.30535,0.16388,0.15235,0.15711,0.29756,0.16081,0.1298,0.42924,1.03466,1.85084,0.83582,0.001189,0.001189,0.001189
269,98109.3,0.54207,1.20041,1.91352,0.88134,0.15735,0.30629,0.16492,0.15337,0.15769,0.29896,0.16184,0.13069,0.42908,1.0343,1.84996,0.83577,0.001156,0.001156,0.001156
270,98474.9,0.54022,1.19818,1.91177,0.88202,0.15916,0.30229,0.16603,0.15444,0.15788,0.29978,0.16294,0.13158,0.42911,1.03445,1.84913,0.83578,0.001123,0.001123,0.001123
271,98841.1,0.54065,1.19987,1.91205,0.88136,0.15962,0.30408,0.16722,0.15555,0.15944,0.29828,0.16409,0.13254,0.42912,1.0344,1.84819,0.83577,0.00109,0.00109,0.00109
272,99207.8,0.54087,1.19887,1.91096,0.88178,0.16121,0.3023,0.16834,0.15663,0.16142,0.29489,0.1652,0.13342,0.42918,1.03422,1.84727,0.83576,0.001057,0.001057,0.001057
273,99575.2,0.53939,1.19407,1.9084,0.88083,0.16294,0.29885,0.16949,0.15772,0.16167,0.29647,0.16632,0.13436,0.42907,1.03413,1.8464,0.83572,0.001024,0.001024,0.001024
274,99943.7,0.53982,1.19608,1.90758,0.88103,0.16334,0.30025,0.17062,0.1588,0.16346,0.29252,0.16741,0.13528,0.42923,1.0342,1.84552,0.83575,0.000991,0.000991,0.000991
275,100310,0.53936,1.19272,1.90679,0.88102,0.16531,0.29664,0.1718,0.15988,0.16553,0.28936,0.16857,0.1362,0.42932,1.03391,1.84458,0.83572,0.000958,0.000958,0.000958
276,100678,0.5382,1.19514,1.90501,0.88055,0.16564,0.29762,0.1729,0.16097,0.16589,0.29068,0.16969,0.13711,0.42925,1.03359,1.84353,0.8357,0.000925,0.000925,0.000925
277,101045,0.53972,1.19202,1.90345,0.88073,0.16774,0.29443,0.1741,0.16209,0.16751,0.28896,0.17087,0.13808,0.42938,1.03328,1.8425,0.8357,0.000892,0.000892,0.000892
278,101413,0.53871,1.19065,1.90291,0.88041,0.16936,0.29252,0.17528,0.16324,0.16802,0.29014,0.17205,0.13904,0.42939,1.03298,1.84158,0.83566,0.000859,0.000859,0.000859
279,101781,0.53881,1.191,1.90244,0.88036,0.16979,0.29417,0.17639,0.16425,0.17014,0.287,0.17311,0.13992,0.42961,1.03291,1.84073,0.83567,0.000826,0.000826,0.000826
280,102148,0.53748,1.18859,1.90021,0.87999,0.17193,0.29117,0.17758,0.1654,0.17059,0.28884,0.17429,0.14094,0.42965,1.03248,1.83977,0.83559,0.000793,0.000793,0.000793
281,102515,0.53732,1.18724,1.89906,0.8799,0.17243,0.29261,0.17874,0.16651,0.17269,0.28565,0.17544,0.1419,0.42978,1.03218,1.8388,0.83559,0.00076,0.00076,0.00076
282,102883,0.53697,1.18535,1.89806,0.87955,0.17422,0.28994,0.17995,0.16768,0.1741,0.28479,0.17665,0.14287,0.42976,1.03199,1.83775,0.83556,0.000727,0.000727,0.000727
283,103251,0.53659,1.18444,1.89638,0.87954,0.17576,0.28892,0.18109,0.16875,0.17611,0.282,0.17777,0.1438,0.42971,1.03195,1.8368,0.83554,0.000694,0.000694,0.000694
284,103619,0.53767,1.19093,1.89699,0.88047,0.1762,0.29034,0.18229,0.16987,0.17654,0.28338,0.17895,0.14474,0.42977,1.03158,1.83587,0.8355,0.000661,0.000661,0.000661
285,103988,0.53723,1.18552,1.8942,0.87944,0.17829,0.28703,0.18336,0.1709,0.17802,0.28181,0.18002,0.14565,0.42994,1.0314,1.835,0.83546,0.000628,0.000628,0.000628
286,104356,0.53335,1.17652,1.8921,0.87858,0.17973,0.28545,0.18457,0.17205,0.17841,0.2833,0.18123,0.14661,0.42986,1.03099,1.83411,0.83541,0.000595,0.000595,0.000595
287,104729,0.53469,1.18225,1.89082,0.87885,0.17997,0.28696,0.18566,0.17309,0.18044,0.28051,0.18235,0.1475,0.43,1.03098,1.83319,0.83539,0.000562,0.000562,0.000562
288,105098,0.53477,1.18216,1.8902,0.87871,0.18232,0.28399,0.18676,0.17413,0.18231,0.27913,0.18342,0.1484,0.43019,1.03079,1.83231,0.83541,0.000529,0.000529,0.000529
289,105466,0.53311,1.1774,1.88832,0.8777,0.1827,0.28515,0.18782,0.17514,0.18266,0.28049,0.18447,0.14923,0.43028,1.03075,1.83158,0.83541,0.000496,0.000496,0.000496
290,105833,0.5329,1.1764,1.887,0.87855,0.18434,0.2841,0.18885,0.17613,0.18465,0.27765,0.18545,0.15007,0.43036,1.03064,1.83076,0.83543,0.000463,0.000463,0.000463
291,106141,0.47576,1.07641,1.81082,0.85634,0.18683,0.28132,0.18995,0.17718,0.18655,0.27622,0.18657,0.15099,0.43026,1.03029,1.82986,0.83534,0.00043,0.00043,0.00043
292,106448,0.47234,1.06638,1.80017,0.85568,0.18727,0.28243,0.19105,0.17822,0.18711,0.27753,0.18765,0.15185,0.43025,1.02991,1.82904,0.83527,0.000397,0.000397,0.000397
293,106753,0.4704,1.06274,1.79512,0.85462,0.18901,0.281,0.19225,0.17942,0.1894,0.27491,0.18886,0.15286,0.43007,1.02927,1.82786,0.83515,0.000364,0.000364,0.000364
294,107059,0.46989,1.05989,1.79033,0.85425,0.18936,0.28254,0.19346,0.18056,0.18974,0.27634,0.19,0.15385,0.43001,1.02888,1.82689,0.83506,0.000331,0.000331,0.000331
295,107363,0.46989,1.06103,1.78888,0.85447,0.19172,0.28019,0.19463,0.18169,0.19158,0.27532,0.19117,0.15481,0.43006,1.02839,1.82589,0.83501,0.000298,0.000298,0.000298
296,107667,0.46841,1.0547,1.78418,0.85347,0.19228,0.2819,0.19592,0.18292,0.19202,0.27697,0.19246,0.15589,0.42993,1.02796,1.82478,0.83495,0.000265,0.000265,0.000265
297,107972,0.46722,1.05322,1.78202,0.85342,0.19398,0.28071,0.19703,0.18396,0.19461,0.27465,0.19358,0.15674,0.42996,1.02764,1.82385,0.83495,0.000232,0.000232,0.000232
298,108279,0.46668,1.05098,1.77821,0.85337,0.19642,0.27837,0.19817,0.18506,0.19499,0.27632,0.1947,0.15772,0.4298,1.02729,1.82287,0.83491,0.000199,0.000199,0.000199
299,108584,0.46501,1.04927,1.77539,0.85262,0.19656,0.27996,0.19928,0.18612,0.19654,0.27543,0.19578,0.15862,0.42961,1.02706,1.82191,0.83489,0.000166,0.000166,0.000166
300,108889,0.46609,1.04891,1.774,0.8528,0.19819,0.27903,0.20033,0.18712,0.198,0.27414,0.19681,0.15952,0.42958,1.02681,1.82099,0.83489,0.000133,0.000133,0.000133
